,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
357,6/6/2019 15:01:33,Yes,"No, but maybe someday.",Blue and Black,Tomatoes,"Yes, occasionally",No,"Giraffe, Dog, Cat, Ant, Bee",Sunny,"Dive headfirst off a diving board, Swim",Beautiful,Yes,Cooler,White,Yes,56.0,9.0,No,No,0,1,0,Yes,Mel Brooks,Yes,Yes,Yes,oiwhlsjflakcjaryq89h,3.0,No,Yes,Vanilla,89.0,In a box in an air conditioned room,Yes,Yes,14,White,iPhone,Dognut,"Salient, Lithe",cat,No,Yes,Negative 😠,No,"Cilantro, Coffee, Tomatoes, Yogurt",Water,"correct, horse, battery, staple, cat",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,"No, but I'm totally doing that now"
262,2/22/2019 23:08:28,Yes,No,A color combination not listed here,barbecue chicken,"Yes, occasionally",No,"gorilla, chimpanzee, buffalo, human, penguin",rainy,"Ice skate, Ski, Cut vegetables with a knife, Swim",occurring,Yes,Cooler,green,Yes,87.0,9.0,Yes,No,2,0,0,Yes,john travolta,No,No,Yes,"Alas, poor Yorick! I knew him, Horatio, a fellow of infinite jest, of most excellent fancy. He hath borne me on his back a thousand times, and now, how abhorred in my imagination it is! My gorge rises at it.",5.0,Yes,Yes,Vanilla,44.0,In a server bunker deep under Portugal,No,Yes,21,beige,Android,two double stuf oreos,"Soliloquy, Peristeronic, Amiable, Salient, Regolith, Hubris, Fleek",no,No,Yes,Negative 😠,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes, Yogurt","Fruit Juice, Milk, Water",cheese rigatoni framed absurdly teeth,A little,4.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich","Dog-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,No
495,11/27/2019 9:30:16,Yes,"No, but maybe someday.",A color combination not listed here,pizza,No,No,human cat dog parrot mouse,cold,Cut vegetables with a knife,I would say but I can't spell it,No,Warmer,green,Yes,58.0,8.0,No,No,0,1,0,Yes,No,No,No,No,srawsknjpsegotfd  yod6507e988n5foasdtf5n 89s67 oi6euwve6pito,4.0,Yes,Yes,Vanilla,17.0,no,Yes,Yes,0<myage<99999,White,Android,water,"Rife, Tribution, Salient, Regolith, Lithe","""cat"" here",No,No,Neutral 😐,Yes,"Eggs, Tomatoes, Yogurt","Caffeinated Soda, Maple Syrup, Water",humans are bad at randomizing,No,1.0,,Cat-Person,Yes,No
149,10/10/2018 10:53:57,Yes,"No, but maybe someday.",I don't remember,Tomatoes,"Yes, occasionally",Yes,"Cat, Cat, Cat, Dog, Horse",Clear sky,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",Dyslexia,No,Cooler,purple,No,41.5,5.0,No,Yes,1,1,0,No,jason statham,No,No,Yes,aarksfab'oE'''''''''B efnhl;adsnv'lbakndL;KAdsl'gblSDGN,4.0,No,Yes,Vanilla,41.0,Almere,Yes,Yes,27,white,Other Smartphone,Bueno bar,"Rife, Soliloquy, Amiable, Salient, Regolith",cat,No,Yes,Neutral 😐,Yes,Tomatoes,"Noncaffeinated Soda, Coffee, Fruit Juice, Wine, Tea, Water","cat, Mice, personal, calender, extreme",No,2.0,Open faced sandwich,Cat-Person,Yes,No
452,10/13/2019 17:47:01,Yes,No,A color combination not listed here,,I'm not sure what things you mean,No,,night,"Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife, Swim, Ride a horse, Do a back handspring",hte,No,Warmer,yellow,Yes,18.0,8.0,No,Yes,1,1,0,Yes,Zdenek Sverak,No,No,Yes,"мюч,бдгррзуклкбщвц",4.0,No,Yes,Vanilla,31.0,north atlantic/siberia,What?,No,,white,I don't have a phone,,"Rife, Soliloquy, Trephony, Tribution, Amiable, Salient, Lithe, Revergent, Hubris",саt,Yes,No,Neutral 😐,Yes,"Eggs, Chocolate ice cream, Tomatoes, Yogurt","Coffee, Milk, Wine, Tea, Water",,A little,4.0,"Taco, Hamburger",Cat-Person,Yes,"No, but I'm totally doing that now"
587,4/28/2020 20:59:52,Yes,No,Blue and Black,Peanut Butter Cups,No,No,cat lion leopard bird cow,rain,Solve a Rubik's cube,Britain,No,Warmer,Red,No,36.0,8.0,Yes,Yes,3,1,1,Yes,Kevin Bacon,No,No,Yes,sjnhthfnigknmpauv9dnm  sicnhduihgevb yuisdhfni nfnh udhf,4.0,No,Yes,Vanilla,69.0,A big server room in a grey box,Yes,Yes,nice try,lime,Android,food,"Lithe, Hubris, Fleek",cat,Yes,Yes,Negative 😠,Yes,"Coffee, Tomatoes","Fruit Juice, Milk, Water",no i don't want to,No,4.0,"Taco, Quesadilla, Sub/Hoagie, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,No
456,10/17/2019 22:48:15,Yes,No,Blue and Black,Mint,"Yes, constantly",No,Cat Elephant Hippo Donkey Cod,"Sunny, bit windy","Cut vegetables with a knife, Swim",succeed,No,Warmer,Grey,Yes,5.0,9.0,Yes,Yes,0,2,None,Yes,Orlando Bloom,No,No,Yes,djgt xtiub.lrbvcXRZ jk7euhknbjj,2.0,No,Yes,Chocolate,50.0,No,Yes,Yes,19,Grey,Android,Apple,"Soliloquy, Amiable, Lithe, Hubris, Fleek",cat,No,No,Positive 😊,No,"Beer, White wine, Red wine, Cilantro",Water,Cat You That's Crate Bucket,Yes,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Half-Cat Half-Person",No,No
583,4/23/2020 8:36:23,Yes,"No, but maybe someday.",A color combination not listed here,olives,"Yes, constantly",No,"cat, dog, dolphin, gorilla, panda",parial cloud,"Roller skate, Drive a stick shift, Ice skate, Ski, Cut vegetables with a knife, Swim","If I could remember, I'd have learnt it by now",No,Cooler,blue/grey,No,71.0,9.0,No,No,2,0,0,Yes,Brad Pitt,No,No,Yes,/l[#'.[#.gsldmfise\x\asdsfdsfoihweuih453352^$&%^%(*&f,4.0,No,No,Vanilla,3.0,"They don't, they're constructed from bits (am webdev)",Yes,Yes,22,green/blue,Android,orange,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek","""cat""",Yes,Yes,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Fruit Juice, Milk, Water","Twelve, River, meat, meet, voracious",A little,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,"I did the throwing out thing, but didn't talk to everyone about it"
212,12/12/2018 9:59:51,Yes,Yes,Blue and Black,Frankfurters,"Yes, occasionally",No,Cat dog seal horse ant,cloudy,"Dive headfirst off a diving board, Cut vegetables with a knife, Swim",,No,Cooler,"White, with maroon sleeves",No,8.0,8.0,Yes,Yes,1,0,0,Yes,Ryan Reynolds,No,No,Yes,hiawvhbfjwcn;gwelfa.hapx;onwcafgxm;wafmhbcl;oweyfgalz.v,1.0,No,Yes,Chocolate,42.0,In my monitor,Yes,Yes,19,white,Android,,"Slickle, Rife, Tribution, Photoropter, Salient, Hubris, Fleek",My friend Catherine,Yes,No,Negative 😠,Yes,Carbonation (fizz),"Caffeinated Soda, Noncaffeinated Soda, Tea, Maple Syrup, Water",Correct horse battery staple words,No,4.0,"Sub/Hoagie, Hamburger, Open faced sandwich",Cat-Person,No,No
252,2/7/2019 23:22:54,Yes,"No, but maybe someday.",White and Gold,sherbet,"Yes, constantly",Yes,lizard cat dog sheep cow,clear,"Roller skate, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",ur mum,Yes,Cooler,white,No,4.0,10.0,No,Yes,0,1,0,No,me,No,No,Yes,"ujhkujhkjhkasdjkfwehiownldrcfj3iqu289yr olwejisdkljnsdkdjqwpohf q
wl",5.0,No,Yes,Chocolate,8.0,massive ssd storage area,Yes,Yes,14,blue,Non-smartphone,bubble tea,"Rife, Soliloquy, Regolith, Lithe, Hubris, Apricity",cat,No,No,Negative 😠,Yes,,"Noncaffeinated Soda, Fruit Juice, Milk, Tea, Maple Syrup, Water",train mum school melbourne rugby,Yes,4.0,"Cheesesteak, Hamburger, Open faced sandwich, Calzone",Part of a subterranean race of dog people,No,"No, but I'm totally doing that now"
86,7/25/2018 20:57:11,Yes,No,A color combination not listed here,Mayonnaise,I'm not sure what things you mean,No,Elephant Cat Human Dog Robin,Sunny,"Cut vegetables with a knife, Swim",restaurant,Yes,Cooler,blue,Yes,15.4,8.0,Yes,No,1,0,None,No,Greg Grunberg,No,No,Yes,slcimogryowgeprdvgldmyghdj,1.0,No,Yes,Chocolate,35.0,No clue,Yes,Yes,16,Tan,iPhone,Subway,"Soliloquy, Salient, Hubris","""cat""",Yes,Yes,Neutral 😐,Yes,,"Milk, Water",car headphones horse team inside,No,5.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,No,No
333,5/7/2019 7:26:21,Yes,"No, but maybe someday.",Blue and Black,Salad,"Yes, occasionally",No,"Cat, Dog, Mouse, Walrus, Fox",Foggy,"Roller skate, Ice skate",Input,No,Cooler,A pattern(mostly orange and grey),No,44.3,8.0,No,Yes,0,3,0,Yes,Adam Sandler,No,No,Yes,Bsoybxhqsohs xsqoh xohqhsbjxbsqj xssxhq osjoxheibivxiveivxibwxx wfjbdj xehwx wax X a xkh. An n xsj h zwj xhsx kbkg,1.0,No,Yes,Vanilla,45.0,I actually think about null island,No,Yes,12,Aquamarine,Android,A sandwich,"Slickle, Fination, Amiable, Hubris",cat,No,Yes,Negative 😠,Yes,"Chocolate ice cream, Beer, Tomatoes, Yogurt","Caffeinated Soda, Fruit Juice, Milk, Water",Ytxxr,A little,2.0,"Quesadilla, Hamburger, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
597,5/13/2020 0:13:37,Yes,No,I don't remember,Turkey,No,No,"Ocelot, Dog, Cat, Dragon, Bird",Calm,"Cut vegetables with a knife, Swim",Patiently,No,Warmer,Purple,No,88.0,9.0,Yes,Yes,0,1,0,No,Chris Hemsworth,No,Yes,Yes,ewjrlni/rlaiRWgnpi:Ekra,2.0,No,Yes,Vanilla,7.0,Nope,No,Yes,17,Gray,Android,Quesadilla,"Slickle, Rife, Soliloquy, Amiable, Salient, Lithe, Hubris",cat,No,No,Neutral 😐,Yes,"Eggs, Beer, Coffee","Caffeinated Soda, Milk, Water","Ice, Telegraph, Wire, Random, Noises",No,4.0,Sub/Hoagie,"Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
528,1/15/2020 0:22:00,Yes,No,White and Gold,Potatoes,"Yes, occasionally",No,Dog Cat Deer Cow Chicken,Sunny,"Dunk a basketball, Roller skate, Run in high heels, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Unicycle, Change the oil on a car",Micheal,Yes,Cooler,Gray,No,7.0,9.0,No,No,0,2,None,No,Brad Pitt,Yes,No,Yes,Vscegyvfbklambxycqxxxxwcfsyhxbjiruxgvvejiri,5.0,No,Yes,Vanilla,7.0,. . .,Yes,Yes,22,Eggshell,iPhone,Ice Cream,"Slickle, Rife, Soliloquy, Amiable, Salient, Lithe, Hubris, Fleek",Cat,Yes,No,Negative 😠,Yes,Coffee,"Fruit Juice, Beer, Wine, Maple Syrup, Water",Your Answer Five Random Words,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
6,5/24/2018 10:07:08,Yes,No,Blue and Black,porkchops,I'm not sure what things you mean,No,dog cat red panda gorrila tiger,sunny and warm,"Dunk a basketball, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Skateboard, Ski, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",,No,Cooler,black,No,57.0,7.0,No,Yes,1,0,0,Yes,dwayne johnson,Yes,No,Yes,34udh3ugl o65e4543tERTYJUTERWUILKJERW#@$%^TR%E#W$E%R^T&*U(OPLK<JMHBGDREW#$,4.0,No,Yes,Chocolate,63.0,huh,Yes,Yes,12,white,Other Smartphone,an everything bagel with cream cheese,"Tribution, Hubris",dog,Yes,No,Positive 😊,Yes,Tomatoes,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water",the rare long hard supercalafragulisticexpialidocious,Yes,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
512,12/13/2019 14:18:35,Yes,"No, but maybe someday.",White and Gold,Fried Chicken,"Yes, occasionally",No,"Dog, Cat, Mouse, Racoon, Kangaroo","Cold, Clear","Dunk a basketball, Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Walk on stilts, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car, Do a back handspring, Juggle",Though,No,Cooler,Red,No,6.0,10.0,No,Yes,1,0,0,Yes,Sean Connery,Yes,No,No,as;fjsdl;kafjsdl;6asdkljf;dlkaj;f,5.0,No,Yes,Vanilla,6.0,On the screen,Yes,Yes,32,Beige,Android,Apple,"Rife, Soliloquy, Stipple, Amiable, Salient, Lithe, Hubris","""cat""",No,Yes,Neutral 😐,Yes,"Beer, Coffee","Noncaffeinated Soda, Fruit Juice, Milk, Tea, Water","Nitrogen, Horse, Calamity, Epic, Hotspur",No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,No
228,1/16/2019 9:50:47,Yes,"No, but maybe someday.",Blue and Black,Pickles ,"Yes, occasionally",No,Dog cat monkey lizard frog,Cold and cloudy and sad,"Roller skate, Run in high heels, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim",Ha! Nice try. ,Yes,Cooler,None ,No,69.0,8.0,No,Yes,1,0,0,No,Tom Cruise,No,No,No,Jsncbdhe Shanghai Haines ,3.0,No,Yes,Chocolate,69.0,Giant server farms,Yes,Yes,21,Brownish,iPhone,A burger,"Soliloquy, Amiable, Hubris, Fleek",No,Yes,Yes,Positive 😊,Yes,,"Coffee, Wine, Tea, Water",Dogs cats yes how eat,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Part of a subterranean race of dog people,Yes,No
111,8/11/2018 21:39:28,No,"No, but maybe someday.",Blue and Black,coconut-flavored rice,"Yes, occasionally",No,dog cat kangaroo lion whale,clear,"Solve a Rubik's cube, Swim",Entscheidungsproblem,No,Cooler,yellow,Yes,27.0,7.0,Yes,Yes,1,0,0,Yes,shane carruth,Yes,No,Yes,hdhxhdhdbdbhdydbdhdywuwjsjsif7f7e7wjdjdu728w7ene38wjdw8kwidjdneiwiwnduduwjjdjfjfuejejwu271718kbfud8ejuwufjduejfufuejfuf737bj7xjfe,1.0,No,Yes,Chocolate,31.0,"a frigging server, for God's sake",What?,Yes,16,white,Android,potatos and a egg,Soliloquy,haha yes,No,Yes,Neutral 😐,No,,"Coffee, Fruit Juice, Water",sleep war uncertainty universe tool,A little,2.0,"Quesadilla, Sub/Hoagie, Hamburger",,No,"I did the throwing out thing, but didn't talk to everyone about it"
14,5/30/2018 17:55:34,Yes,"No, but maybe someday.",Blue and Black,w,"Yes, occasionally",No,kpejr,e,,wwww,Yes,Cooler,eeee,No,84.0,10.0,No,Yes,0,0,0,No,,No,No,No,"i5rej fndoir,n",3.0,No,No,Chocolate,34.0,ee,What?,No,11,gray,I don't have a phone,0,"Slickle, Rife",cat,No,No,Positive 😊,Yes,Carbonation (fizz),"Fruit Juice, Water", go go go go go,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Dog-Person,Yes,No
153,10/13/2018 15:55:11,Yes,No,A color combination not listed here,dirt,"Yes, constantly",No,"bobcat, potato, cow, pigeon, snake",fire,"Tie a sheet bend or bowline, Ski, Cut vegetables with a knife, Swim, Ride a horse",leingth,Yes,Warmer,purple,No,101.0,5.0,No,No,10 million,three hundred,67,Yes,Bob Ross,No,No,Yes,"hkglk.bhlorjf;c,axzg eudmkstjejhfkjwsajigjdlkwmazxlkdhglqje,asljiv fvusdhbv jiudvhxauydkjvlxdvihuvbjDNxkziugyvhbJAN;LocpIsahUJBDVLXIUGBJNlbhfndsxckljhvbn:JHjBHCSIUGXHDSVJ;XHIFDXCJOIHUVGFBHXCJIHFSNXCZLOUGVKHBNZD;COPVIHUjbvhdxbj,j",1.0,No,Yes,Chocolate,579999.0,"above us, in glowy spiderweb thing. some times there are spiders. some times we hunt the spiders. sometimes the spiders hunt us.",Yes,Yes,234567890000987654322234567899999990000000000000000002,"black, with spiders",I don't have a phone,nutella w/ a spoon,"Slickle, Rife, Soliloquy, Stipple, Tribution, Unitory, Amiable, Salient, Regolith, Lithe, Revergent, Hubris, Fleek",caaaaat,Yes,Yes,Negative 😠,No,,"Fruit Juice, Milk, Tea, Maple Syrup, Water",merrily homework revolution space France ,A little,4.0,Sub/Hoagie,Part of a subterranean race of dog people,Yes,"No, but I'm totally doing that now"
38,6/16/2018 15:07:44,Yes,"No, but maybe someday.",Blue and Black,Enchillada,"Yes, occasionally",No,Jaguar Leopard Lion Elephant Zebra,Sunny,"Solve a Rubik's cube, Cut vegetables with a knife, Juggle",address,Yes,Cooler,blue,No,13.0,7.0,No,Yes,1,0,0,Yes,Jeff Goldblum,No,No,Yes,njl vwnkqoijsdfkeanrwknjVIOJN KBHEJWFHKBRANOWIvdkjx ,3.0,No,Yes,Chocolate,69.0,no,Yes,Yes,21,white,Android,Tea,"Rife, Soliloquy, Salient, Hubris",cat,No,No,Negative 😠,No,"Cilantro, Tomatoes","Caffeinated Soda, Milk, Tea, Water",Sun Fun Spongebob Pants iIsland,No,4.0,"Sub/Hoagie, Cheesesteak, Hamburger","Dog-Person, Part of a subterranean race of dog people",No,"No, but I'm totally doing that now"
241,2/5/2019 11:01:56,Yes,No,I don't remember,Caramel,"Yes, constantly",No,"Cat, Dog, Gopher, Penguin, Lion",Cold,"Roller skate, Swim",,No,Cooler,Red,Yes,81.0,9.0,No,Yes,2,0,0,No,Matt Damon,No,Yes,Yes,fjioapvhjqiow;nefq23489cp vosdfiliqu9p,3.0,No,Yes,Vanilla,45.0,"In a server in a desert, waiting for something to come along and say ""Hey, you're about to be looked at, send a clone of yourself [here]""",Yes,Yes,23,white,Android,Beef Mexiwrap,"Soliloquy, Lithe, Hubris","""cat"" here",No,No,Neutral 😐,Yes,"Beer, Coffee",Water,Pickled Fear Make Rind Clause,No,4.0,"Sub/Hoagie, Hamburger","Dog-Person, Cat-Person",Yes,No
273,3/3/2019 15:28:40,Yes,"No, but maybe someday.",What dress?,Mustard,"Yes, constantly",No,"dog, cat, kookaburra, crow, starling",Nice,"Tie a sheet bend or bowline, Drive a stick shift, Cut vegetables with a knife, Ride a horse, Change the oil on a car",pneumatic,No,Cooler,,No,69.0,8.0,No,Yes,0,1,0,Yes,Samuel L Jackson,No,No,Yes,"Alas, poor Yorick! I knew him, Horatio: a fellow
of infinite jest, of most excellent fancy: he hath
borne me on his back a thousand times; and now, how
abhorred in my imagination it is! my gorge rims at
it. Here hung those lips that I have kissed I know
not how oft. Where be your gibes now? your
gambols? your songs? your flashes of merriment,
that were wont to set the table on a roar? Not one
now, to mock your own grinning? quite chap-fallen?
Now get you to my lady's chamber, and tell her, let
her paint an inch thick, to this favour she must
come; make her laugh at that. Prithee, Horatio, tell
me one thing.",4.0,No,Yes,Vanilla,69.0,A disk in a computer in a rack of computers in some datacenter somewhere,Yes,Yes,30,blue,Android,yakisoba,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek","""cat""",No,Yes,Positive 😊,No,Cilantro,"Caffeinated Soda, Noncaffeinated Soda, Coffee, Beer, Water",interior crocodile alligator Chevrolet theatre,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Cat-Person",Yes,"No, but I'm totally doing that now"
119,8/20/2018 1:35:57,Yes,"No, but maybe someday.",White and Gold,Shit..................................................take mushrooms,"Yes, occasionally",No,"Panda, monkey, ox, spider, completely normal human being not being impersonated by previous animal","Odd. One day it started thunder storming super hard and then a swarm of flies came and then people got long legs. Right now there’s some kind of horned person coming— oh shit I put a minus sign. Anyway, weather’s just raining rocks, nothing big.","Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Swim",Ur mum gey ,Yes,Cooler,Don’t interupt my org,No,69.0,1.0,No,Yes,129,130,15,No,Ur mum(at least on prnhb),No,Yes,No,"Bxnmzv,mxnvzn,vxmnvzxv,vz,vbxvc6mcxz,n.vbxnvb.xvbzv,b",1.0,No,No,Vanilla,420.0,A can full of microSDs,Yes,Yes,Yes,"You, vibrating out my frequency",iPhone,Boneless pizza,"Soliloquy, Hubris",Dog,Yes,No,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Cilantro, Coffee, Tomatoes","Fruit Juice, Milk, Maple Syrup",Help I am trapped in,A little,3.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Part of a subterranean race of dog people, Literally named ""Catherine Person""",Yes,No
65,7/9/2018 11:10:05,Yes,No,Blue and Black,,"Yes, occasionally",No,"Sheep,Bear,Snake,Cow,Bobcat","Clear,Sunny",,,Yes,Cooler,white,No,4.0,10.0,No,Yes,0,1,1,No,Matt Damon,Yes,No,Yes,l6teyujj5t76xuu tryhfdx,,Yes,Yes,Chocolate,18.0,no,Yes,No,3215436788/0,yellow,Android,water/chips,"Soliloquy, Stipple, Tribution, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",cat,Yes,No,Neutral 😐,Yes,Yogurt,"Caffeinated Soda, Noncaffeinated Soda, Milk, Tea, Water","Car,Apple,Pie,Stuff,pi",No,4.0,"Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,Yes,No
529,1/16/2020 2:07:04,Yes,"No, but maybe someday.",What dress?,,I'm not sure what things you mean,,"Turtle, frog cheetah, giraffe tortoise","Clear, about to be rainy","Dunk a basketball, Solve a Rubik's cube, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse",Tomorrow,No,Cooler,Blue,No,76.0,10.0,No,Yes,0,,,No,,Yes,No,Yes,Hyfyjfghfgfhgfjhghjgjhfgdyfjyfttrrtdhtjygvhvhmvbnbnhmhkkugkguukk,1.0,No,Yes,Vanilla,3.14,No,What?,Yes,,Tan,I don't have a phone,Rice,"Soliloquy, Amiable, Hubris",Cat,Yes,Yes,Positive 😊,No,"Beer, White wine, Red wine, Cilantro","Caffeinated Soda, Noncaffeinated Soda, Milk, Water",Hell darkness my old friend,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,"No, but I'm totally doing that now"
283,3/7/2019 13:09:34,Yes,"No, but maybe someday.",Blue and Black,Tacos,"Yes, occasionally",No,Dog cat rabbit elephant bird,"Very cold, snowy","Roller skate, Run in high heels, Ice skate, Cut vegetables with a knife, Swim",Necessary ,No,Warmer,Black,No,76.0,7.0,Yes,Yes,2,1,3,Yes,Chris hemsworth,Yes,No,Yes,Fudkvcuksjfyhurhrvn,4.0,No,Yes,Vanilla,37.0,,No,Yes,23,Blue,iPhone,Bacon,"Soliloquy, Fleek",Cat,Yes,No,Neutral 😐,Yes,"Chocolate ice cream, White wine, Coffee, Yogurt","Milk, Tea, Water",If and but what who,No,5.0,"Sub/Hoagie, Cheesesteak",Dog-Person,No,No
2,5/22/2018 11:34:10,Yes,No,I don't remember,taco,"Yes, occasionally",No,cats dogs jaguars chetas son cao,raining,"Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",mesabatainia,No,Warmer,gray,No,2.0,4.0,No,Yes,4,1,0,No,jhon cina ,Yes,No,Yes,b gvghvgvftuc bg trsxy vvtrdcr6df6rtyfbr5cftybf6rdnex56ezw`z35wwsxdcrvf,3.0,No,Yes,Chocolate,99.0,somewhere,No,Yes,11,white,iPhone,bagel,,cat,No,No,Neutral 😐,Yes,Yogurt,"Noncaffeinated Soda, Water",hi by die my dye,A little,2.0,"Taco, Sub/Hoagie, Hamburger, Calzone","Dog-Person, Cat-Person, Half-Cat Half-Person, Literally named ""Catherine Person""",Yes,No
385,7/14/2019 21:38:41,Yes,No,I don't remember,tomatoes,"Yes, occasionally",Yes,cat snow leopard gecko moth human,hot as an arab's jockstrap,"Drive a stick shift, Dive headfirst off a diving board, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",foreign,No,Cooler,grey,No,50.0,7.0,No,Yes,0,0,0,Yes,Cary Grant,No,No,Yes,KLJDSFAJKDFSAKLJDFS,2.0,No,Yes,Chocolate,17.0,basement in Peoria,Yes,Yes,old,whiteish,iPhone,cat,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",neko,No,Yes,Neutral 😐,Yes,"White wine, Red wine, Cilantro, Tomatoes","Coffee, Milk, Water",correct horse battery stapler thing,Yes,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Half-Cat Half-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
