,Timestamp,Have you been in a plane?,Have you ever been skydiving,"When you first saw the dress, what was the color?",What's a popular food you don't like?,"When you look at a blue sky, do you see those swirly floaters in your vision? ",Have you ever had a car run out of gas while you were driving it? ,Name the first five animals you can think of,What's the weather like where you are right now?,Which of these can you do reasonably well?,What word can you never seem to spell on the first try? ,Do you eat condiments directly out of the fridge as a snack?,"When you adjust a thermostat that was set by someone else, it's usually because you want the room to be...","What color is the shirt/dress/upper-body-clothing you're wearing right now, if any? ",Do you get colds often? ,Pick a number from 1 to 100,"On a scale of 1 to 10, how good at spelling are you?",Do you know your Myers-Briggs type? ,Do you know your astrological sign? ,How many older siblings do you have? ,How many younger siblings do you have? ,How many twin/triplet/etc. siblings do you have? ,Do you feel sleepy a lot? ,Name a movie star,Do you spend a lot of time in the sun? ,Does broccoli taste bitter to you? ,Do you regularly stay awake much later than you meant to? ,Fill this text box with gibberish by mashing random keyboard keys,"On a scale of 1 to 5, where 1 is terrible and 3 is average, how good a driver do you think you are? ",Do you have any food allergies? ,Have you heard thunder or seen lightning in the past year?,Which do you prefer? ,Pick another number from 1 to 100,"When you think about stuff on the internet, where do you picture it being physically located? Even if you know it's not really how things work, is there a place you imagine websites and social media posts sitting before you look at them? If so, where is it?",Can you roll your tongue?,Can you pick things up with your toes? ,How old are you?,What color are the walls around you right now? ,What kind of cell phone do you have? ,What is the last thing you ate?,Which of these words do you know the meaning of?,"Please type ""cat"" here",Do you usually remember your dreams? ,Do you have strong opinions about text editors?,How do you feel about emoji?,Does it ever snow where you live? ,Do you strongly dislike the taste or texture of any of these things? ,Which of these do you regularly drink,Type five random words,Are you nervous about flying? ,"On a scale of 1 to 5, which number is your favorite? ",Which of these would you consider a sandwich?,Which of these describes you?,Would you say you have a good sense of direction? ,"Have you ever thrown out all your different pairs of socks/underwear, bought a bunch of replacements that were all one kind, and then told all your friends how great it was and how they should do it too? "
338,5/13/2019 16:47:24,Yes,No,White and Gold,Chocolate-coated marshmallow treat,"Yes, constantly",No,Cat dog elephant tiger dolphin,Clear,"Solve a Rubik's cube, Cut vegetables with a knife, Swim",Separate,Yes,Cooler,None,No,79.0,10.0,No,Yes,3,1,None ,Yes,Tom Holland ,No,No,Yes,Dbfhfjfogovbebwbschcyviforkemwnsbxgvieo,2.0,No,Yes,Vanilla,37.0,Some server in West europe,No,Yes,20,Cream white,Android,Dinner,"Slickle, Soliloquy, Hubris",Cat,No,Yes,Positive 😊,No,"Beer, Carbonation (fizz)","Coffee, Milk, Wine, Water",Umm I have no ideas,No,5.0,"Sub/Hoagie, Hamburger",Dog-Person,No,"No, but I'm totally doing that now"
200,12/5/2018 12:20:08,Yes,"No, but maybe someday.",Blue and Black,Lobster,"Yes, occasionally",No,"Octopus, Monkey, Elephant, Shark, Dog",Snowing,Swim,Definitely,No,Cooler,White,No,67.0,8.0,Yes,Yes,0,2,0,Yes,John Wayne,No,No,Yes,Wertuil;m/m.hgcuylm;,3.0,Yes,Yes,Vanilla,37.0,On a table,Yes,Yes,Nice try buddy,White,Android,Cookies,"Rife, Soliloquy, Amiable, Lithe, Hubris","""cat"" here",No,No,Neutral 😐,Yes,Beer,"Noncaffeinated Soda, Water",My friend is a flat-earther,A little,4.0,Sub/Hoagie,Dog-Person,No,"No, but I'm totally doing that now"
460,10/21/2019 16:36:32,Yes,"No, but maybe someday.",Blue and Black,salads,"Yes, occasionally",No,"human
cow
ostrich
elephant
donkey",fine,"Dive headfirst off a diving board, Ski",remember,No,Cooler,blue,No,67.0,5.0,Yes,No,0,1,0,Yes,i dont know,No,No,No,ofihwedifeqwfs89yvfdeqbwfnsciohsdasklnufgbsijopdahiikewbjdenihqowfdlnwhqefgudbnaihofsun,1.0,No,Yes,Chocolate,39.0,no,What?,Yes,"12, so the driving questions aren't really relevant",grey,Other Smartphone,a pretzel,"Rife, Soliloquy, Amiable, Salient, Hubris","""cat""",Yes,No,Neutral 😐,No,"Beer, Coffee, Tomatoes",Water,"atrophy
defenestration
telepathy
random
premeditated",No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",,Yes,No
37,6/14/2018 6:50:24,Yes,"No, but maybe someday.",A color combination not listed here,burbers,"Yes, occasionally",No,dog cat fox wolf bear,rain,"Drive a stick shift, Cut vegetables with a knife, Change the oil on a car",something,Yes,Cooler,black,No,69.0,8.0,No,Yes,some i think,i dont know atleast 1,none,Yes,Chris Pratt,No,No,Yes,edutrsikfytikyudjcfmdhgnm,5.0,No,Yes,Chocolate,69.0,space,What?,Yes,idk,white,Android,bread,Hubris,"""cat""",Yes,Yes,Positive 😊,Yes,Coffee,Milk,Cunt shit fuck ass duck,No,3.0,Taco,"Dog-Person, Part of a subterranean race of dog people",Yes,"No, but I'm totally doing that now"
90,8/1/2018 12:27:14,Yes,No,Blue and Black,Yogurt,"Yes, occasionally",No,"Cat,Dog,Human,Elephant, and Fly",Calm,Cut vegetables with a knife,Characther,No,Cooler,Green,No,5.0,9.0,No,No,0,1,0,Yes,Matthew Mercer,No,No,Yes,,1.0,No,Yes,Vanilla,3.14,Google inc,Yes,Yes,15,Yellow,Android,,"Rife, Soliloquy, Amiable, Hubris",cat,Yes,Yes,Neutral 😐,No,"Tomatoes, Yogurt","Caffeinated Soda, Milk, Tea, Water",A uh umm ping pong,No,5.0,"Taco, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,"No, but I'm totally doing that now"
307,3/27/2019 13:50:49,Yes,Yes,Blue and Black,Sushi,"Yes, occasionally",No,Dog cat fish cow pig,Sunny,Cut vegetables with a knife,Weather ,Yes,Cooler,N/a,Yes,1.0,2.0,No,Yes,0,0,0,Yes,Tom Cruise,No,No,Yes,Gfsrtcvvjkjvxserhsdvnju,1.0,No,Yes,Chocolate,100.0,Server room,Yes,Yes,35,White,Android,Bacon,"Rife, Soliloquy, Fination, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,Yes,Positive 😊,Yes,,"Coffee, Milk, Water",Rapid undermine alphabet croquet vascular,No,5.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Cat-Person,Yes,Yes
284,3/7/2019 14:38:21,Yes,No,White and Gold,meatloaf,"Yes, occasionally",No,cat dog mouse tiger lion ,cold ,"Run in high heels, Ice skate, Cut vegetables with a knife, Swim, Ride a horse",definitely ,No,Warmer,white ,No,9.0,7.0,No,Yes,0,2,1,Yes,Ryan Gosling ,Yes,No,Yes,ghbjfsndkacmlx<,4.0,No,Yes,Chocolate,7.0,,No,Yes,20,yellow,iPhone,French fries ,"Soliloquy, Amiable",cat,Yes,No,Positive 😊,Yes,Yogurt,"Caffeinated Soda, Coffee, Wine, Water",Hey I am named Matilda ,No,3.0,"Sub/Hoagie, Open faced sandwich",Cat-Person,Yes,No
48,6/30/2018 8:52:31,Yes,No,White and Gold,Strawberries,"Yes, occasionally",No,"Cat, dog, fish, bird, toucan",Sunny and quite hot,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Swim","anything ending in -ely, like immediately or relatively",Yes,Cooler,White,No,36.4621596,8.0,No,Yes,2,0,0,No,Matt Damon,Yes,No,Yes,"afdjklfnvjklcvha;dfjaw[efjad;kvndavuhepruiajklz,sdff;ajewpo",1.0,No,Yes,Chocolate,69.0,The sky (as in cloud).,No,Yes,14,uhhh... white-ish but not like gray. More like off-white,iPhone,Cocoa puffs.,"Soliloquy, Amiable, Lithe",cat,No,No,Neutral 😐,Yes,Carbonation (fizz),"Milk, Maple Syrup, Water",five random words,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
369,6/18/2019 15:53:05,Yes,"No, but maybe someday.",Blue and Black,Anything alcoholic.,I'm not sure what things you mean,No,"Dog, Cat, Mistwraith, Chasamfiend, Horse",Sunny,"Roller skate, Solve a Rubik's cube, Ice skate, Cut vegetables with a knife",pronouncuation,Yes,Warmer,Grey with red Allomantic symbols and black text,No,3.1415926539999997,6.0,Yes,Yes,0,1,0,Yes,um...... I literally can't think of any right now. I don't watch movies much.,No,No,Yes,23421534126542378467569756756907589634785,1.0,No,Yes,Vanilla,42.90485769,"I sometimes picture them, mostly as small to medium sized buildings containing rows of black or grey servers with green lights. Looking back, I'm not sure why I got so specific with color there.",No,Yes,17,"Grey, but there might be a hint of green",Android,Bread with mozzarella cheese,"Rife, Soliloquy, Peristeronic, Amiable, Salient, Regolith, Lithe, Hubris",Cat,No,Yes,Neutral 😐,Yes,"Chocolate ice cream, Beer, White wine, Carbonation (fizz), Red wine, Coffee, Tomatoes, Yogurt","Noncaffeinated Soda, Fruit Juice, Maple Syrup, Water","BattleCON, Immutable, Sprawlopolis, Zodiac, XKCD",No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger",Dog-Person,No,"No, but I'm totally doing that now"
429,9/3/2019 22:59:25,Yes,Yes,I don't remember,Taco,"Yes, occasionally",No,Dog cat quokka giraffe kangaroo,Hot and humid,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Ride a horse, Change the oil on a car",Scintillating,No,Warmer,No shirt,No,47.0,7.0,Yes,Yes,0,1,0,Yes,Brad pitt,Yes,No,Yes,Bcinducisnnxidn,4.0,No,Yes,Vanilla,87.0,In a server?,No,Yes,25,Whitish,iPhone,Cereal,"Rife, Soliloquy, Peristeronic, Amiable, Salient, Regolith, Lithe, Hubris, Fleek",Cat,Yes,No,Neutral 😐,Yes,"Beer, White wine, Carbonation (fizz), Red wine, Coffee","Fruit Juice, Milk, Water",Horse dog Kona ear book,No,5.0,"Sub/Hoagie, Open faced sandwich",Dog-Person,Yes,No
118,8/19/2018 19:39:38,Yes,"No, but maybe someday.",White and Gold,Steak,"Yes, constantly",No,Cat leopard dog kangaroo bat,Cloudy,Roller skate,Literally ,No,Warmer,Grey,No,1.0,1.0,Yes,No,5,0,0,Yes,Brad pitt,No,Yes,Yes,Hdkdlebeuznevwyaibe,3.0,No,Yes,Vanilla,69.0,I don’t do this,Yes,Yes,17,Off white,iPhone,Japanese Food,"Slickle, Rife, Soliloquy, Stipple, Amiable, Salient, Hubris",No,No,Yes,Neutral 😐,No,Eggs,"Noncaffeinated Soda, Tea, Water",Butts cornucopia pants zebra plant ,No,4.0,Hamburger,"Dog-Person, Cat-Person",No,"No, but I'm totally doing that now"
141,10/2/2018 16:29:42,Yes,"No, but maybe someday.",Blue and Black,Every variety of cheetos.,"Yes, occasionally",No,"beta fish, corgi, mouse, wolf, cat",Cloudy.,"Cut vegetables with a knife, Juggle",Concious.,Yes,Cooler,Blue with a black strip.,Yes,1.6180339,7.0,No,Yes,,One.,None.,Yes,I don't know any.,No,No,Yes,hrtfuksjdvblga,1.0,Yes,No,Vanilla,6.28,"Kind of like a map. See the couple hundred internet maps, some of which created by Randall.",Yes,Yes,Yes.,"White, and screaming.",Android,Popato Crisps.,"Slickle, Amiable, Salient, Regolith, Hubris, Fleek",No.,No,No,Neutral 😐,No,"Beer, White wine, Red wine, Cilantro, Tomatoes","Caffeinated Soda, Fruit Juice, Milk, Tea, Water",cat dog nice mice weak,A little,2.0,"Taco, Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich, Calzone",Cat-Person,No,"I did the throwing out thing, but didn't talk to everyone about it"
406,8/12/2019 13:40:53,Yes,"No, but maybe someday.",I don't remember,crab,No,Yes,Bear Lion Hippo Cougar Cat,Sunny,Cut vegetables with a knife,water,No,Warmer,black,No,5.0,7.0,No,Yes,0,1,0,Yes,Elijah Wood,No,No,Yes, adsf ag adf ,3.0,No,Yes,Vanilla,5.1,Nowhere,Yes,Yes,23,brown,Android,Cliff Bar,"Rife, Soliloquy, Amiable, Lithe, Hubris, Fleek",cat,No,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Coffee","Tea, Water",Zoom flake pool Barry zumba,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Cat-Person,Yes,No
311,4/2/2019 14:54:11,Yes,"No, but maybe someday.",White and Gold,Not picky,I'm not sure what things you mean,No,"Snake,  Dog, Cat, Elephant, Whale, Fish",Sunny,Swim,foreign,No,Cooler,Tan,No,42.0,7.0,Yes,Yes,0,1,0,Yes,Chris Pratt,Yes,No,Yes,babysharkdodododododobabysharkdododododododobabyshark,2.0,No,Yes,Vanilla,69.0,Server room,Yes,Yes,16,Egg,Android,bread,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris","""cat""",Yes,Yes,Positive 😊,No,Chocolate ice cream,"Caffeinated Soda, Noncaffeinated Soda, Fruit Juice, Tea, Water",baby shark do do do,No,4.0,"Sub/Hoagie, Hamburger",Half-Cat Half-Person,Yes,No
27,6/7/2018 18:11:17,Yes,"No, but maybe someday.",Blue and Black,hawaiian pizza,"Yes, occasionally",No,"snake, dog, cat, frog, horse",sunny,"Roller skate, Solve a Rubik's cube, Dive headfirst off a diving board, Ice skate, Skateboard, Ski, Cut vegetables with a knife, Swim",success,No,Warmer,black,No,3.0,7.0,No,No,1,2,0,Yes,tom hanks,Yes,No,Yes,dfgavhsvfkjbsdjkbjfkbjbjk'bjfbsdkbkdsbfvf;knjo;d'n'oj4208uyrh,3.0,No,Yes,Vanilla,3.0,"on some dudes computer, covered in dorito dust and sticky from mountain dew",Yes,Yes,16,gray,iPhone,red-bull & soup ,"Rife, Soliloquy, Amiable, Salient, Lithe, Revergent, Hubris, Fleek","""cat"" here",Yes,Yes,Neutral 😐,Yes,"Beer, Red wine","Caffeinated Soda, Noncaffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Tea, Maple Syrup, Water",runner fire monster crazy underneath,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Dog-Person, Literally named ""Catherine Person""",Yes,No
340,5/13/2019 19:29:09,Yes,"No, but maybe someday.",I don't remember,coffee ,I'm not sure what things you mean,No,cat dog bird axolotl pterodactyl,warm,"Roller skate, Swim",sciscors,Yes,Cooler,"why, are you the government??",No,42.0,8.0,No,Yes,none,2,again with the government,Yes,bruc le,No,Yes,Yes,"keq34o;wleriojtyu65poi;krlewjtheyoterk;5iupyhtgrkoewtijhpgfk;eiyhjpo;klg,/er;tko5wiypj9htoge;kafwojipuho;jlOH*POJI:up8fio;ojH*P(UOJ:IUJ8d7yhuijOD:KSIU*DYH&Otg6UYOIHD:*Y&PTSGD['y8OUPOD*Y{t7p8do'9piU({)T&P(9y8u'psiyt&(:PDghoi'U({YDohijpu]898y{OHIJOD"")P(U*Y)U""HI9goOdJObyoufoUNdmE""*U)DIopk'IJFOH*IU*p9JO:KLJ:HUPG&T*^uh""O*Y&THUIJ9u)F{*Y&Pguh:OIJU*Y{&TFYUI9*"")YF;h&PU:IHpy89FHU:OIJ""PU8jy[fu;oIUP:*Yuhi'f*Y&T:FUHIJF""PU*{&P(FY*&ITPGduhoijPF*UY&TGY:UHFOIJU*YP(&TGYLUIHy8FHU:GT&PFY*""UY*{T&FYhuYFP&T^F",1.0,No,Yes,Vanilla,69.0,no,No,Yes,13,green,iPhone,sandwich,,catto,Yes,No,Neutral 😐,Yes,"Beer, White wine, Red wine, Cilantro, Coffee, Tomatoes",Water,this question is so stupid,No,3.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Half-Cat Half-Person,Yes,No
472,11/1/2019 12:15:57,Yes,"No, but maybe someday.",A color combination not listed here,chicken nuggets,"Yes, occasionally",No,Cat dog wolf owl snake,Snowy,"Roller skate, Ice skate, Cut vegetables with a knife, Swim",Experiment,No,Warmer,grayish but with other stuff,No,42.0,8.0,Yes,Yes,none,none,none,Yes,Tom Holland,Yes,No,No,fdsjZIKMlvnhhuxcopijgb adviups8ocjklbhfydos8pdofvhubsoea9pfe8iusdoagyhdnfy7du8ijosckmxnh bysfahviodborb bhkjts8hw39t87gebfosewvbg9ueb vhi beb08ivsabpiygvwap9wubfiuabvp94gbfuoba qv84fuhuib 9ehfuibfuuhse89-fh 9hw psufh oesufhseiufh o9t8,1.0,No,Yes,Chocolate,64.0,nope,Yes,Yes,15,white,Android,a meat sandwich,"Soliloquy, Tribution, Amiable, Salient, Lithe, Hubris, Fleek, Apricity",cAt,No,No,Neutral 😐,Yes,,Water,SUPER SMASH BROTHERS MELEE wait,No,5.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich","Cat-Person, Literally named ""Catherine Person""",No,"No, but I'm totally doing that now"
122,8/28/2018 3:30:32,Yes,No,Blue and Black,Jam,I'm not sure what things you mean,No,Cat horse dog spider mouse,Sunny but cold,"Roller skate, Ice skate, Ski, Cut vegetables with a knife, Swim",Necessary,No,Cooler,Whitr grey,No,6.0,4.0,No,Yes,0,2,2,Yes,Tom cruise,Yes,No,No,Zehdjdwoejdb,2.0,No,Yes,Vanilla,1.0,Germany,Yes,Yes,26,White,Android,Bread with Hummus,,Caz,Yes,No,Negative 😠,Yes,Chocolate ice cream,"Coffee, Fruit Juice, Beer, Wine, Tea, Water",Hi i am dog shit,No,2.0,"Sub/Hoagie, Cheesesteak, Open faced sandwich",Cat-Person,Yes,"No, but I'm totally doing that now"
404,8/9/2019 19:28:39,No,"No, but maybe someday.",I don't remember,"Most of them, actually.","Yes, occasionally",No,"Cat, dog, bird, unicorn, Pokemon.",Fucking hot out. It sucks.,"Run in high heels, Cut vegetables with a knife",Neccasary.,No,Cooler,"Eddsworld merch. It says ""Kitten Shopping"". It has Tom and cats on it. It's my favourite.",Yes,666.0,5.0,No,Yes,I'm the eldest sibling.,One. He is a fucking prick.,"I'm assuming that the ""etc."" covers people who I consider as close as siblings. I used to know these two twins, then I moved away from there. That's why I answered last time I did this as ""1"". 'Cause I assumed that the ""etc."" bi thad covered people I considered as close as siblings and I once knew some twins and we all considered each other the sorta ""not really siblings but close as siblings"" thing. It was nice. Sorry for rambling.",Yes,"Edd, Matt, Tom, Tord. Wait Eddsworld isn't a movie.",No,Yes,Yes,dsggasdgdsfldfdasedffg<dsafgdsgspfgdsgfofg<sdfssvdfrsgfdsasjh,3.0,No,Yes,Vanilla,665.0,"I've always imagined it as a large box far off in the mountains, the peak of this specific mountain was cut off many years ago, surrounded by trees.",Yes,Yes,Old enough.,Dull brown panelling with drawings everywhere.,Non-smartphone,A chocolate bar. Haven't has anything else yet.,"Rife, Hubris",catgirls,Yes,Yes,Neutral 😐,Yes,"Chocolate ice cream, Carbonation (fizz), Coffee, Tomatoes","Caffeinated Soda, Fruit Juice, Milk, Maple Syrup",Five Random Words. Hell Yeah!,No,5.0,"Sub/Hoagie, Hamburger",Half-Cat Half-Person,No,No
461,10/22/2019 10:23:08,Yes,"No, but maybe someday.",Blue and Black,Lettuce,"Yes, constantly",No,Cat duck chicken leopard dog,Cloudy,"Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Ski, Cut vegetables with a knife, Swim, Juggle",accueil,No,Cooler,Purple,No,54.0,10.0,No,Yes,0,2,0,No,Di Caprio,No,Yes,No,"bnpold,'ainesbrptoejnlditebnoe'tianstbnpordètbpodlèt,niers'uenierstinrbtldnpet",3.0,No,Yes,Vanilla,27.0,"Coming from the back of my computer, far from here",What?,Yes,28,Beige,Android,Gnocchis,Amiable,cat,Yes,Yes,Positive 😊,Yes,Coffee,"Milk, Beer, Water",Gigot Pingouin Pédalo Soupe Tomate,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,No,Yes
66,7/9/2018 15:11:54,Yes,No,What dress?,coconut,"Yes, occasionally",No,"Dog, cat, platypus, kangaroo, dolphin",there's a drought,"Roller skate, Cut vegetables with a knife, Swim",wierd,No,Warmer,blue,Yes,92.0,4.0,No,No,2,0,2,No,Whoopi Golberg,No,No,Yes,U4wgnxgxntxssitsbf😘😗😆😃😅😊😗,1.0,No,No,Chocolate,73.0,I just imagine the server room where deacon frost is in the first blade movie,Yes,Yes,15,white/beige,Android,Chocolate,"Soliloquy, Amiable, Salient",cat,No,No,Positive 😊,Yes,"Beer, White wine, Tomatoes","Fruit Juice, Milk, Tea","Pizza, laddu, orangutan, cabbage, feet",A little,4.0,Sub/Hoagie,Cat-Person,No,No
327,4/29/2019 6:30:58,Yes,No,Blue and Black,Peanut Butter,"Yes, occasionally",No,Hamster Mouse Cat Dog Elephant,Nice,"Drive a stick shift, Ice skate, Ski, Cut vegetables with a knife, Swim",Purpose,No,Cooler,black,Yes,42.0,5.0,Yes,Yes,0,0,0,Yes,Matt Damon,No,Yes,No,riushnoudfbvsoudbvurbvsunviungbiurnbposfkvlasdfjaefpaoifjvpsofnpsjddnroivuernvo,4.0,No,Yes,Vanilla,42.0,Server room in Milton Keynes,Yes,Yes,26,Yellow,Android,Cerial,"Rife, Soliloquy, Amiable, Salient, Regolith, Lithe, Hubris",cat,Yes,No,Neutral 😐,Yes,,"Coffee, Fruit Juice, Beer, Tea, Water",Sausage Nova Quill Astromancy Seven,A little,4.0,"Sub/Hoagie, Cheesesteak, Hamburger",Half-Cat Half-Person,Yes,No
314,4/6/2019 18:57:40,Yes,"No, but maybe someday.",I don't remember,cheesy broccoli,No,No,"unicorn, horse, tardigrade, zebra, chicken",sunny and somewhat windy,,I can't remember a word like that that I at least occasionally use,No,,grey with green sleeves,No,,8.0,No,No,none,2,none,No,Andy Griffiths,No,No,Yes,"q nuv j ywtyfsvr [.p]waerun9qf32ou8nvaefw[
pqf32it677",1.0,No,Yes,Chocolate,,I don't actually do that.,Yes,Yes,12 and 361/365,"yellow on top, pale green on bottom",I don't have a phone,fondant,"Slickle, Rife, Soliloquy, Stipple, Tribution, Salient",cat,No,No,Positive 😊,Yes,"Beer, White wine, Red wine, Coffee","Milk, Water",wake act innate purpose woman,No,4.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger",Cat-Person,Yes,No
391,7/19/2019 22:44:56,Yes,"No, but maybe someday.",Blue and Black,Marsmellows,I'm not sure what things you mean,No,Girrafe flamingo lion gorollia rabbit,Hot and dry,,Asia,No,Warmer,"Red,blue and black",No,87.53637370000001,7.0,No,Yes,2,1,None,No,Death,Yes,No,Yes,Xec4v5bynukzwxec4vth6j7pp.om8j7gtcez2,1.0,Yes,Yes,Chocolate,92.529,Wires inn a comstant loop,No,Yes,16,Blue,I don't have a phone,Poleyester,"Slickle, Rife, Soliloquy, Tribution, Regolith, Lithe, Hubris",Cat,No,No,Neutral 😐,Yes,,"Fruit Juice, Tea, Water",Murder of dorgashan me now,No,2.0,"Quesadilla, Sub/Hoagie, Cheesesteak, Hamburger","Cat-Person, Half-Cat Half-Person",No,No
550,2/25/2020 0:17:31,Yes,"No, but maybe someday.",Blue and Black,Fish,"Yes, occasionally",No,"Dog, Cat, Ferret, Parrot, Bear",Blustery,"Tie a sheet bend or bowline, Roller skate, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Skateboard, Walk on stilts, Ski, Cut vegetables with a knife, Swim, Change the oil on a car, Juggle",Separate,Yes,Warmer,Blue,No,42.0,10.0,No,Yes,0,3,0,Yes,Scarlett Johanssen,No,No,Yes,l;jkwrhoisda;ufh[goiurdg,5.0,No,Yes,Vanilla,12.0,A massive server cluster in a warehouse owned by Google,Yes,Yes,39,Grey,Android,Lasagna,"Rife, Soliloquy, Stipple, Amiable, Salient, Regolith, Lithe, Hubris",cat,No,No,Positive 😊,Yes,,"Caffeinated Soda, Coffee, Fruit Juice, Milk, Beer, Wine, Water",To write two rights too,No,4.0,"Sub/Hoagie, Open faced sandwich","Dog-Person, Cat-Person",Yes,Yes
251,2/6/2019 23:24:30,Yes,No,I don't remember,peanut butter and jelly sandwich,No,Yes,cat tiger cheetah panther leopard ,I don't know. I'm inside.,"Run in high heels, Drive a stick shift, Dive headfirst off a diving board, Ice skate, Cut vegetables with a knife, Swim",immediatelly,No,Warmer,black and white,No,42.0,8.0,Yes,Yes,0,2,0,Yes,George Clooney,No,No,Yes, /kufyuouybfuoyd uyf yufilg lvliv;iyfyfluf,4.0,No,No,Chocolate,42.0,inside my computer,Yes,Yes,54,white,Android,pistachios,"Soliloquy, Salient, Hubris",cat,No,Yes,Positive 😊,Yes,"White wine, Red wine","Coffee, Milk, Water",hand yawn glasses noise finger,Yes,5.0,"Taco, Quesadilla, Sub/Hoagie, Hamburger, Calzone",Cat-Person,Yes,"I did the throwing out thing, but didn't talk to everyone about it"
463,10/22/2019 14:09:04,Yes,No,Blue and Black,Soda,I'm not sure what things you mean,No,"Dog, Cat, Fish, elephant, Lynx, Warthog",Nice,"Cut vegetables with a knife, Swim",what,No,Warmer,blue,No,69.0,9.0,No,No,3,1,1,Yes,Tom Cruise,Yes,No,Yes,"lkjlkhflakdjfdlaskjglkdkshffiweury76dfkja;dslkbj/a
",4.0,No,Yes,Chocolate,42.0,Depends on the site,No,Yes,19,white,iPhone,chips,"Rife, Soliloquy, Tribution, Amiable, Lithe, Hubris, Fleek","""cat"" here",No,No,Neutral 😐,Yes,"Eggs, Beer, White wine, Red wine, Coffee","Milk, Water","Yes, no, but, why, despicable",No,3.0,"Sub/Hoagie, Open faced sandwich",Cat-Person,Yes,No
92,8/4/2018 18:43:33,Yes,No,I don't remember,Rucola,"Yes, constantly",No,horse duck frog dog cat,Night,"Drive a stick shift, Ski, Cut vegetables with a knife, Swim",Hieroglyphes,Yes,Cooler,Light blue,No,62.0,9.0,No,Yes,0,1,1,Yes,Hugh Grant,No,No,Yes,jskdjahsdiv8hsa9dvubashdvblaskdjhgasiudghlaskdjvbsaidubvoaisubovsi47bvouzasb4voiasubliubvsldkvbliuvasluvhlsia4vlsa4ivugasldkgvlashkdbvlasiuvh4liv7hualsriv78hsaroiv7asrlviasurvlbasrivubaslvi74bvlivubsdlviuasdviouahsdoviuasbdvlia,2.0,No,Yes,Vanilla,73.0,On a server in rural Switzerland,Yes,Yes,22,white,iPhone,"Bread, butter, honey, cheese and chocolate","Soliloquy, Amiable, Hubris, Fleek",cat,No,No,Positive 😊,Yes,,"Caffeinated Soda, Fruit Juice, Milk, Tea, Water",hello correct horse battery staple,No,4.0,,Part of a subterranean race of dog people,Yes,Yes
500,12/5/2019 1:04:23,Yes,No,White and Gold,Fish,I'm not sure what things you mean,No,penguin caterpillar cat giraffe broccoli,Cold and wet,"Dunk a basketball, Cut vegetables with a knife, Swim",proselytize,No,Cooler,Red and white,Yes,12.0,9.0,Yes,Yes,0,1,0,Yes,Cary Grant,No,Yes,Yes,suoidausosudicosuacosidjnsoijcpoinjaoipsjnoipcjnasipcnsoipcansjcoipanjoipwnjipwnjfoipnjianpcjasnpcjipncjs,1.0,No,No,Chocolate,69.0,Behind the computer,No,No,19,Yellow-white,iPhone,Pretzels,"Rife, Soliloquy, Amiable, Salient, Hubris, Fleek, Apricity",cat,No,No,Positive 😊,No,"Beer, Cilantro, Yogurt","Caffeinated Soda, Fruit Juice, Water",bottle fish calzone mariachi bubbles,No,2.0,"Sub/Hoagie, Cheesesteak, Hamburger, Open faced sandwich",Dog-Person,No,No
